type,key,category,group,pattern,result,ingredients,ingredient,experience,cookingtime,input,material,addition,template,base,show_notification
minecraft:crafting_shaped,@{#=minecraft:oak_planks; X=minecraft:stick},misc,wooden_sign,"[""###"",""###"","" X ""]",@{count=3; id=minecraft:oak_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},building,wooden_slab,"""###""",@{count=6; id=minecraft:oak_slab},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},building,wooden_stairs,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:oak_stairs},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},redstone,wooden_trapdoor,"[""###"",""###""]",@{count=2; id=minecraft:oak_trapdoor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:oak_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobblestone; Q=minecraft:quartz; R=minecraft:redstone},redstone,,"[""###"",""RRQ"",""###""]",@{count=1; id=minecraft:observer},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:orange_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:orange_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:orange_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:orange_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:orange_bundle},,,,,#minecraft:bundles,minecraft:orange_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:orange_candle},"[""minecraft:candle"",""minecraft:orange_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:orange_wool},misc,carpet,"""##""",@{count=3; id=minecraft:orange_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:orange_concrete_powder},"[""minecraft:orange_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,orange_dye,,@{count=1; id=minecraft:orange_dye},"""minecraft:open_eyeblossom""",,,,,,,,,
minecraft:crafting_shapeless,,misc,orange_dye,,@{count=1; id=minecraft:orange_dye},"""minecraft:orange_tulip""",,,,,,,,,
minecraft:crafting_shapeless,,misc,orange_dye,,@{count=2; id=minecraft:orange_dye},"[""minecraft:red_dye"",""minecraft:yellow_dye""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,orange_dye,,@{count=1; id=minecraft:orange_dye},"""minecraft:torchflower""",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:orange_glazed_terracotta},,minecraft:orange_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:orange_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:orange_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:orange_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:orange_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:orange_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:orange_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:orange_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:orange_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:orange_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:orange_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:orange_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:orange_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oxidized_cut_copper_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:oxidized_chiseled_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:oxidized_chiseled_copper},,minecraft:oxidized_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:oxidized_chiseled_copper},,minecraft:oxidized_cut_copper,,,,,,,,
minecraft:crafting_shaped,@{B=minecraft:blaze_rod; C=minecraft:oxidized_copper; R=minecraft:redstone},redstone,oxidized_copper_bulb,"["" C "",""CBC"","" R ""]",@{count=4; id=minecraft:oxidized_copper_bulb},,,,,,,,,,
minecraft:crafting_shaped,@{M=minecraft:oxidized_copper},building,oxidized_copper_grate,"["" M "",""M M"","" M ""]",@{count=4; id=minecraft:oxidized_copper_grate},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:oxidized_copper_grate},,minecraft:oxidized_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oxidized_copper},building,,"[""##"",""##""]",@{count=4; id=minecraft:oxidized_cut_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:oxidized_cut_copper},,minecraft:oxidized_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oxidized_cut_copper},building,,"""###""",@{count=6; id=minecraft:oxidized_cut_copper_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=8; id=minecraft:oxidized_cut_copper_slab},,minecraft:oxidized_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:oxidized_cut_copper_slab},,minecraft:oxidized_cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oxidized_cut_copper},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:oxidized_cut_copper_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:oxidized_cut_copper_stairs},,minecraft:oxidized_copper,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:oxidized_cut_copper_stairs},,minecraft:oxidized_cut_copper,,,,,,,,
minecraft:crafting_shapeless,,building,,,@{count=1; id=minecraft:packed_ice},"[""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice"",""minecraft:ice""]",,,,,,,,,
minecraft:crafting_shapeless,,building,,,@{count=1; id=minecraft:packed_mud},"[""minecraft:mud"",""minecraft:wheat""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:wool},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:painting},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_moss_block},misc,carpet,"""##""",@{count=3; id=minecraft:pale_moss_carpet},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},misc,boat,"[""# #"",""###""]",@{count=1; id=minecraft:pale_oak_boat},,,,,,,,,,
minecraft:crafting_shapeless,,redstone,wooden_button,,@{count=1; id=minecraft:pale_oak_button},"""minecraft:pale_oak_planks""",,,,,,,,,
minecraft:crafting_shapeless,,misc,chest_boat,,@{count=1; id=minecraft:pale_oak_chest_boat},"[""minecraft:chest"",""minecraft:pale_oak_boat""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},redstone,wooden_door,"[""##"",""##"",""##""]",@{count=3; id=minecraft:pale_oak_door},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:pale_oak_planks},misc,wooden_fence,"[""W#W"",""W#W""]",@{count=3; id=minecraft:pale_oak_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:pale_oak_planks},redstone,wooden_fence_gate,"[""#W#"",""#W#""]",@{count=1; id=minecraft:pale_oak_fence_gate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_pale_oak_log; X=minecraft:iron_chain},misc,hanging_sign,"[""X X"",""###"",""###""]",@{count=6; id=minecraft:pale_oak_hanging_sign},,,,,,,,,,
minecraft:crafting_shapeless,,building,planks,,@{count=4; id=minecraft:pale_oak_planks},"""#minecraft:pale_oak_logs""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},redstone,wooden_pressure_plate,"""##""",@{count=1; id=minecraft:pale_oak_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_pale_oak_log},misc,shelf,"[""###"",""   "",""###""]",@{count=6; id=minecraft:pale_oak_shelf},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks; X=minecraft:stick},misc,wooden_sign,"[""###"",""###"","" X ""]",@{count=3; id=minecraft:pale_oak_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},building,wooden_slab,"""###""",@{count=6; id=minecraft:pale_oak_slab},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},building,wooden_stairs,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:pale_oak_stairs},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_planks},redstone,wooden_trapdoor,"[""###"",""###""]",@{count=2; id=minecraft:pale_oak_trapdoor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pale_oak_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:pale_oak_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:sugar_cane},misc,,"""###""",@{count=3; id=minecraft:paper},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pink_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:pink_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pink_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:pink_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:pink_bundle},,,,,#minecraft:bundles,minecraft:pink_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:pink_candle},"[""minecraft:candle"",""minecraft:pink_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pink_wool},misc,carpet,"""##""",@{count=3; id=minecraft:pink_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:pink_concrete_powder},"[""minecraft:pink_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,pink_dye,,@{count=1; id=minecraft:pink_dye},"""minecraft:cactus_flower""",,,,,,,,,
minecraft:crafting_shapeless,,misc,pink_dye,,@{count=2; id=minecraft:pink_dye},"""minecraft:peony""",,,,,,,,,
minecraft:crafting_shapeless,,misc,pink_dye,,@{count=1; id=minecraft:pink_dye},"""minecraft:pink_petals""",,,,,,,,,
minecraft:crafting_shapeless,,misc,pink_dye,,@{count=1; id=minecraft:pink_dye},"""minecraft:pink_tulip""",,,,,,,,,
minecraft:crafting_shapeless,,misc,pink_dye,,@{count=2; id=minecraft:pink_dye},"[""minecraft:red_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:pink_glazed_terracotta},,minecraft:pink_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pink_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:pink_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:pink_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:pink_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:pink_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:pink_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:pink_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:pink_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:pink_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:pink_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:pink_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:pink_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobblestone; R=minecraft:redstone; T=#minecraft:planks; X=minecraft:iron_ingot},redstone,,"[""TTT"",""#X#"",""#R#""]",@{count=1; id=minecraft:piston},,,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:andesite},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_andesite},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_andesite},,minecraft:andesite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_andesite},building,,"""###""",@{count=6; id=minecraft:polished_andesite_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_andesite_slab},,minecraft:andesite,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_andesite_slab},,minecraft:polished_andesite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_andesite},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_andesite_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_andesite_stairs},,minecraft:andesite,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_andesite_stairs},,minecraft:polished_andesite,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:basalt},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_basalt},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_basalt},,minecraft:basalt,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:blackstone},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_blackstone},,,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:polished_blackstone},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_blackstone_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_bricks},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_bricks},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone_bricks},building,,"""###""",@{count=6; id=minecraft:polished_blackstone_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_blackstone_brick_slab},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_blackstone_brick_slab},,minecraft:polished_blackstone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_blackstone_brick_slab},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_blackstone_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_stairs},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_stairs},,minecraft:polished_blackstone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_stairs},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:polished_blackstone_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_wall},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_wall},,minecraft:polished_blackstone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_brick_wall},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shapeless,,redstone,,,@{count=1; id=minecraft:polished_blackstone_button},"""minecraft:polished_blackstone""",,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone},,minecraft:blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone},redstone,,"""##""",@{count=1; id=minecraft:polished_blackstone_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone},building,,"""###""",@{count=6; id=minecraft:polished_blackstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_blackstone_slab},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_blackstone_slab},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_blackstone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_stairs},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_stairs},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone},misc,,"[""###"",""###""]",@{count=6; id=minecraft:polished_blackstone_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_wall},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_blackstone_wall},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:cobbled_deepslate},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_deepslate},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_deepslate},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_deepslate},building,,"""###""",@{count=6; id=minecraft:polished_deepslate_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_deepslate_slab},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_deepslate_slab},,minecraft:polished_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_deepslate},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_deepslate_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_deepslate_stairs},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_deepslate_stairs},,minecraft:polished_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_deepslate},misc,,"[""###"",""###""]",@{count=6; id=minecraft:polished_deepslate_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_deepslate_wall},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_deepslate_wall},,minecraft:polished_deepslate,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:diorite},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_diorite},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_diorite},,minecraft:diorite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_diorite},building,,"""###""",@{count=6; id=minecraft:polished_diorite_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_diorite_slab},,minecraft:diorite,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_diorite_slab},,minecraft:polished_diorite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_diorite},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_diorite_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_diorite_stairs},,minecraft:diorite,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_diorite_stairs},,minecraft:polished_diorite,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:granite},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_granite},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_granite},,minecraft:granite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_granite},building,,"""###""",@{count=6; id=minecraft:polished_granite_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_granite_slab},,minecraft:granite,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:polished_granite_slab},,minecraft:polished_granite,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_granite},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:polished_granite_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_granite_stairs},,minecraft:granite,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_granite_stairs},,minecraft:polished_granite,,,,,,,,
minecraft:crafting_shaped,@{S=minecraft:tuff},building,,"[""SS"",""SS""]",@{count=4; id=minecraft:polished_tuff},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:polished_tuff},,minecraft:tuff,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_tuff},building,,"""###""",@{count=6; id=minecraft:polished_tuff_slab},,,,,,,,,,
